substrate,product,mapped_reaction,hydrogenated_atoms
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]2)[cH:24][o:25]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]2)[CH2:24][O:25]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]2)[cH:24][o:25]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]2)[CH2:24][O:25]1,"[13, 24]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]2)[cH:21][o:22]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]2)[CH2:21][O:22]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]2)[cH:21][o:22]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]2)[CH2:21][O:22]1,"[13, 21]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[cH:21][o:22]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[CH2:21][O:22]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[cH:21][o:22]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[CH2:21][O:22]1,"[13, 21]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([Br:18])[cH:19][cH:20]2)[cH:21][o:22]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([Br:18])[cH:19][cH:20]2)[CH2:21][O:22]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([Br:18])[cH:19][cH:20]2)[cH:21][o:22]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([Br:18])[cH:19][cH:20]2)[CH2:21][O:22]1,"[13, 21]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[cH:24][cH:25]2)[cH:26][o:27]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[cH:24][cH:25]2)[CH2:26][O:27]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[cH:24][cH:25]2)[cH:26][o:27]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[cH:24][cH:25]2)[CH2:26][O:27]1,"[13, 26]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([S:18][CH3:19])[cH:20][cH:21]2)[cH:22][o:23]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([S:18][CH3:19])[cH:20][cH:21]2)[CH2:22][O:23]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([S:18][CH3:19])[cH:20][cH:21]2)[cH:22][o:23]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([S:18][CH3:19])[cH:20][cH:21]2)[CH2:22][O:23]1,"[13, 22]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]3[c:21]([cH:22]2)[O:20][CH2:19][O:18]3)[cH:23][o:24]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]3[c:21]([cH:22]2)[O:20][CH2:19][O:18]3)[CH2:23][O:24]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]3[c:21]([cH:22]2)[O:20][CH2:19][O:18]3)[cH:23][o:24]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]3[c:21]([cH:22]2)[O:20][CH2:19][O:18]3)[CH2:23][O:24]1,"[13, 23]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([N:18]3[CH2:19][CH2:20][O:21][CH2:22][CH2:23]3)[cH:24][cH:25]2)[cH:26][o:27]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([N:18]3[CH2:19][CH2:20][O:21][CH2:22][CH2:23]3)[cH:24][cH:25]2)[CH2:26][O:27]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([N:18]3[CH2:19][CH2:20][O:21][CH2:22][CH2:23]3)[cH:24][cH:25]2)[cH:26][o:27]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([N:18]3[CH2:19][CH2:20][O:21][CH2:22][CH2:23]3)[cH:24][cH:25]2)[CH2:26][O:27]1,"[13, 26]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23]2)[cH:24][o:25]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23]2)[CH2:24][O:25]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23]2)[cH:24][o:25]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23]2)[CH2:24][O:25]1,"[13, 24]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([S:18](=[O:19])([CH3:20])=[O:21])[cH:22][cH:23]2)[cH:24][o:25]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([S:18](=[O:19])([CH3:20])=[O:21])[cH:22][cH:23]2)[CH2:24][O:25]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([S:18](=[O:19])([CH3:20])=[O:21])[cH:22][cH:23]2)[cH:24][o:25]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]([S:18](=[O:19])([CH3:20])=[O:21])[cH:22][cH:23]2)[CH2:24][O:25]1,"[13, 24]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23]2)[cH:24][o:25]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23]2)[CH2:24][O:25]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23]2)[cH:24][o:25]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23]2)[CH2:24][O:25]1,"[13, 24]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[cH:23]2)[cH:24][o:25]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[cH:23]2)[CH2:24][O:25]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[cH:23]2)[cH:24][o:25]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[cH:23]2)[CH2:24][O:25]1,"[13, 24]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][s:16][cH:17][cH:18]2)[cH:19][o:20]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][s:16][cH:17][cH:18]2)[CH2:19][O:20]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][s:16][cH:17][cH:18]2)[cH:19][o:20]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][s:16][cH:17][cH:18]2)[CH2:19][O:20]1,"[13, 19]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH3:14])[cH:15][o:16]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH3:14])[CH2:15][O:16]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH3:14])[cH:15][o:16]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH3:14])[CH2:15][O:16]1,"[13, 15]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH2:14][CH2:15][CH2:16][CH3:17])[cH:18][o:19]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH2:14][CH2:15][CH2:16][CH3:17])[CH2:18][O:19]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH2:14][CH2:15][CH2:16][CH3:17])[cH:18][o:19]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH2:14][CH2:15][CH2:16][CH3:17])[CH2:18][O:19]1,"[13, 18]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH:14]([CH3:15])[CH3:16])[cH:17][o:18]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH:14]([CH3:15])[CH3:16])[CH2:17][O:18]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH:14]([CH3:15])[CH3:16])[cH:17][o:18]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH:14]([CH3:15])[CH3:16])[CH2:17][O:18]1,"[13, 17]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH:14]2[CH2:15][CH2:16]2)[cH:17][o:18]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH:14]2[CH2:15][CH2:16]2)[CH2:17][O:18]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH:14]2[CH2:15][CH2:16]2)[cH:17][o:18]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH:14]2[CH2:15][CH2:16]2)[CH2:17][O:18]1,"[13, 17]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[cH:20][o:21]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[CH2:20][O:21]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[cH:20][o:21]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[CH2:20][O:21]1,"[13, 20]"
[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18][o:19]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][O:19]1,[O:1]=[c:2]1[n:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18][o:19]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[C@H:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][O:19]1,"[13, 18]"
[O:1]=[c:2]1[n:3]2[c:4]([cH:9][o:10]1)[CH2:5][CH2:6][CH2:7][CH2:8]2,[O:1]=[C:2]1[N:3]2[C@H:4]([CH2:5][CH2:6][CH2:7][CH2:8]2)[CH2:9][O:10]1,[O:1]=[c:2]1[n:3]2[c:4]([cH:9][o:10]1)[CH2:5][CH2:6][CH2:7][CH2:8]2>>[O:1]=[C:2]1[N:3]2[C@H:4]([CH2:5][CH2:6][CH2:7][CH2:8]2)[CH2:9][O:10]1,"[4, 9]"
